Post_ID,Posting_Author,Congress_Number,State_District,DW-NOMINATE,LES,Job_Function,Title_Parsed,Office_Type,Committee_Affiliation,Spanish_Language,Salary_Min,Salary_Max,Years_Experience
MEM-194-24,U.S. Rep. Rick Larsen,118,ST-02,,,Legislative,"Outreach Assistant – North Counties (Whatcom, Skagit, and San Juan Counties)",Personal,,1,45000.000,55000.000,
MEM-193-24,Rep. Ryan Seeks Military Legislative Assistant,118,ST-18,,,Legislative,Military Legislative Assistant,Personal,Member of the House Armed Services Committee,0,,80000.000,
MEM-190-24,Congressman Dwight Evans,118,ST-03,-0.466,0.069,Legislative,Digital and Communications Assistant,Personal,,0,65000.000,70000.000,
MEM-188-24,Representative Dina Titus,118,ST-24,-0.298,1.632,Legislative,Scheduler/Executive Assistant,Personal,,0,,,
MEM-187-24,Congresswoman Dina Titus,118,ST-01,-0.298,1.632,Communications,Communications Director,Personal,,0,,,2
MEM-186-24,"Democratic Staff on the House Judiciary Committee’s Subcommittee on Courts, IP, and the Internet",118,ST-24,,,Legislative,"Counsel for the Minority on the House Judiciary Subcommittee on Courts, IP, and the Internet",Personal,"House Judiciary Committee’s Subcommittee on Courts, IP, and the Internet",0,,,5
MEM-184-24,Rep. Susie Lee (D-NV),118,ST-24,-0.232,1.159,Legislative,Staff Assistant / Legislative Correspondent,Personal,,0,,,
MEM-183-24,The Committee on Ethics,118,ST-24,,,Legislative,Financial Disclosure Counsel,Committee,The Committee on Ethics,0,136780.000,145604.000,
MEM-182-24,Congresswoman Pramila Jayapal (WA-07),118,ST-07,-0.627,0.242,Legislative,Legislative Assistant,Personal,,0,,,3
MEM-180-24,Congressman Steven Horsford,118,ST-04,-0.322,0.257,Legislative,District Representative,Personal,,0,,,
MEM-178-24,House Committee on Education and the Workforce (Democratic Staff),118,ST-24,,,Legislative,Labor Policy Counsel,Committee,House Committee on Education and the Workforce,0,,,3
MEM-177-24,House Committee on Education and the Workforce (Democratic Staff),118,ST-24,,,Legislative,Civil Rights Counsel,Committee,House Committee on Education and the Workforce,1,,,3
MEM-155-24,Rep. Tokuda (HI-02),118,ST-02,,,Communications,DIGITAL DIRECTOR OR PRESS SECRETARY,Personal,,0,,,
MEM-135-24,Congresswoman Joyce Beatty (OH-03),118,ST-03,-0.436,0.405,Legislative,Press Secretary,Personal,,0,,,
MEM-451-23,Rep. Maxine Waters,118,ST-43,-0.656,1.286,Legislative,Member’s Legislative Director/Counsel,Personal,House Committee on Financial Services (FSC),1,,,3
MEM-280-23,"Republican Staff Director, Subcommittee on Economic Opportunity",118,ST-XX,,,Legislative,Research Assistant,Personal,House Committee on Veterans’ Affairs,0,,,
MEM-279-23,House Democracy Partnership,118,ST-01,,,Legislative,Deputy Director,Personal,House Foreign Affairs Committee,0,,,
MEM-277-23,Rep. Mike Kelly,118,PA-16,0.377,0.536,Legislative,Legislative Assistant,Personal,,0,,,1
MEM-276-23,"House Committee on Veterans’ Affairs, Majority Staff",118,ST-01,,,Legislative,"Research Assistant, Subcommittee on Disability Assistance and Memorial Affairs",Personal,House Committee on Veterans’ Affairs,0,,,
MEM-275-23,Rep. Josh Gottheimer,118,ST-05,-0.161,0.569,Legislative,Director of Operations and Scheduling,Personal,,0,80000.000,100000.000,3
MEM-274-23,Rep. Josh Gottheimer,118,ST-01,-0.161,0.569,Communications,District Press Secretary,Personal,,0,,,2
MEM-273-23,Rep. Brad Schneider,118,ST-23,,,Legislative,Scheduler/Executive Assistant,Personal,,0,,,
MEM-272-23,Congressman Glenn Ivey (MD-04),118,ST-04,-0.498,0.509,Communications,Digital Outreach Aide,Personal,,0,,,
MEM-271-23,Southern California Democratic Office,118,ST-XX,,,Legislative,Staff Assistant,Personal,,1,45000.000,,
MEM-270-23,House Democratic Caucus,118,ST-18,,,Legislative,Deputy Director of Operations,Personal,,0,70000.000,85000.000,
MEM-267-23,Congresswoman Andrea Salinas (OR-06),118,ST-06,-0.207,1.025,Legislative,Legislative Director,Personal,"House Agriculture Committee, House Science, Space, and Technology Committee, Congressional Executive Commission on China",1,100000.000,110000.000,
MEM-266-23,"Bill Pascrell, Jr.",118,ST-09,,,Legislative,Staff Assistant,Personal,,0,,,
MEM-265-23,Congressman Jared Huffman (CD2),118,ST-02,-0.430,1.904,Legislative,District Staff Assistant/Caseworker,Personal,,0,,,
MEM-264-23,Congressman Jared Huffman (CA-02),118,ST-02,-0.430,1.904,Legislative,District Scheduling and Operations Manager,Personal,,0,,,
MEM-263-23,Congressman Andy Kim (NJ-03),118,ST-03,,,Legislative,Constituent Advocate,Personal,,0,,,
MEM-261-23,Rep. Ferguson (GA-03),118,ST-03,,,Legislative,Legislative Assistant,Personal,,0,,,3
MEM-259-23,"conservative, mid-western Member of Congress",118,ST-01,,,Communications,Communications Assistant,Personal,,0,,,1
MEM-258-23,Congresswoman Sara Jacobs (CA-51),118,ST-51,-0.395,0.308,Legislative,Digital Assistant,Personal,,0,,,
MEM-257-23,House Committee on Energy and Commerce Democratic Staff (minority),118,ST-XX,,,Legislative,Staff Assistant,Personal,House Committee on Energy and Commerce,0,,,
MEM-253-23,Senior California Democrat,118,ST-18,,,Legislative,Staff Assistant/Legislative Correspondent,Personal,,0,,,
MEM-252-23,senior House Republican on the Energy & Commerce Committee,118,ST-01,,,Communications,Press Secretary/Digital Director,Personal,Energy & Commerce Committee,0,,,1
MEM-250-23,Congresswoman Rosa L. DeLauro (CT-03),118,ST-03,,,Legislative,Staff Assistant,Personal,,0,,,
MEM-247-23,Congresswoman Kim Schrier,118,ST-08,-0.283,0.392,Legislative,Constituent Services Representative,Personal,,0,50.000,60.000,
MEM-246-23,Senior Texas Republican,118,ST-XX,,,Legislative,Staff Assistant,Personal,,0,,,
MEM-242-23,Democratic Congressman,118,ST-01,,,Legislative,Staff Assistant/Press Assistant,Personal,,0,,,
MEM-241-23,Senior House Democrat,118,ST-01,,,Communications,Communications Director or Press Secretary,Personal,,1,,,
MEM-024-23,The Freshman Democrat from Hawai\u201i,118,ST-01,,,Legislative,Scheduler,Personal,,0,,,
MEM-211-24,Rep. Jayapal,118,ST-07,,,Legislative,Staff Assistant / Legislative Correspondent / Driver,Personal,,0,,,
MEM-210-24,Rep. Mike Flood,118,ST-01,0.461,0.817,Legislative,Legislative Assistant,Personal,,0,,,
MEM-209-24,Rep. Robert C. “Bobby“ Scott,118,ST-03,,,Legislative,Staff Assistant/Legislative Correspondent,Personal,,0,50000.000,50000.000,
MEM-208-24,Congresswoman Sara Jacobs (CA-51),118,ST-51,-0.395,0.308,Legislative,Legislative Assistant,Personal,,0,70000.000,,
MEM-207-24,ConservativeRep,118,ST-24,,,Legislative,Legislative Director,Personal,,0,,,
MEM-206-24,Congressman Jimmy Panetta,118,ST-19,-0.289,0.614,Legislative,Director of Operations,Personal,,0,,,
MEM-205-24,Representative Seth Moulton,118,ST-24,-0.283,0.930,Legislative,Special Assistant in DC,Personal,,0,,,
MEM-204-24,Congresswoman Terri A. Sewell (AL-07),118,ST-07,,,Legislative,Grants Coordinator,Personal,,0,,,
MEM-202-24,Congressman Kevin Kiley,118,ST-03,0.254,0.958,Legislative,Caseworker,Personal,,0,45000.000,51000.000,
MEM-201-24,Congresswoman Chellie Pingree,118,ST-24,-0.421,0.379,Communications,Communications Director,Personal,,0,90000.000,100000.000,
MEM-200-24,ConservativeRep,118,ST-24,,,Legislative,Legislative Assistant,Personal,,0,,,
MEM-199-24,ConservativeRep,118,ST-24,,,Communications,Communications Director,Personal,,0,,,
MEM-198-24,"Congressman Frank Pallone, Jr.",118,ST-24,,,Legislative,District Scheduler,Personal,,0,,,
MEM-196-24,House Committee on Education and the Workforce (Democratic Staff),118,ST-24,,,Legislative,Oversight Counsel,Personal,House Committee on Education and the Workforce,0,85000.000,110000.000,1
MEM-194-24,U.S. Rep. Rick Larsen,118,ST-02,,,Legislative,"Outreach Assistant – North Counties (Whatcom, Skagit, and San Juan Counties)",Personal,,1,45000.000,55000.000,
MEM-193-24,Rep. Ryan Seeks Military Legislative Assistant,118,ST-18,,,Legislative,Military Legislative Assistant,Personal,Member of the House Armed Services Committee,0,,80000.000,
MEM-191-24,Congressman Dan Goldman,118,ST-10,,,Legislative,Legislative Assistant,Personal,,0,60000.000,68000.000,
MEM-180-24,Congressman Steven Horsford,118,ST-04,-0.322,0.257,Legislative,District Representative,Personal,,0,,,
MEM-155-24,Rep. Tokuda (HI-02),118,ST-02,,,Communications,DIGITAL DIRECTOR OR PRESS SECRETARY,Personal,,0,,,
MEM-135-24,Congresswoman Joyce Beatty (OH-03),118,ST-03,-0.436,0.405,Legislative,Press Secretary,Personal,,0,,,
MEM-451-23,Rep. Maxine Waters,118,ST-43,-0.656,1.286,Legislative,Member’s Legislative Director/Counsel,Personal,House Committee on Financial Services (FSC),1,,,3
MEM-287-23,Rep. Abigail Spanberger,118,VA-07,-0.196,0.753,Legislative,Legislative Assistant,Personal,,0,65000.000,,
MEM-286-23,Rep. Seth Moulton (MA-06),118,ST-06,-0.283,0.930,Legislative,Scheduler,Personal,,0,,,1
MEM-285-23,Congresswoman Pramila Jayapal (WA-07),118,ST-07,-0.627,0.242,Legislative,Senior Legislative Assistant or Counsel,Personal,House Judiciary Committee,1,,,
MEM-284-23,Republican Staff,118,ST-01,,,Legislative,"Investigator, U.S. House Committee on Veterans’ Affairs",Personal,U.S. House Committee on Veterans’ Affairs,0,,184900.000,3
MEM-283-23,"House Committee on Veterans’ Affairs, Republican Staff",118,ST-XX,,,Legislative,"Research Assistant, Subcommittee on Oversight and Investigations",Personal,Subcommittee on Oversight and Investigations,0,,,
MEM-282-23,Congressman Mike Garcia,118,ST-27,0.356,2.327,Communications,Communications Director,Personal,,0,,,
MEM-280-23,"Republican Staff Director, Subcommittee on Economic Opportunity",118,ST-XX,,,Legislative,Research Assistant,Personal,House Committee on Veterans’ Affairs,0,,,
MEM-279-23,House Democracy Partnership,118,ST-01,,,Legislative,Deputy Director,Personal,House Foreign Affairs Committee,0,,,
MEM-277-23,Rep. Mike Kelly,118,PA-16,0.377,0.536,Legislative,Legislative Assistant,Personal,,0,,,1
MEM-276-23,"House Committee on Veterans’ Affairs, Majority Staff",118,ST-01,,,Legislative,"Research Assistant, Subcommittee on Disability Assistance and Memorial Affairs",Personal,House Committee on Veterans’ Affairs,0,,,
MEM-275-23,Rep. Josh Gottheimer,118,ST-05,-0.161,0.569,Legislative,Director of Operations and Scheduling,Personal,,0,80000.000,100000.000,3
MEM-274-23,Rep. Josh Gottheimer,118,ST-01,-0.161,0.569,Communications,District Press Secretary,Personal,,0,,,2
MEM-273-23,Rep. Brad Schneider,118,ST-23,,,Legislative,Scheduler/Executive Assistant,Personal,,0,,,
MEM-272-23,Congressman Glenn Ivey (MD-04),118,ST-04,-0.498,0.509,Communications,Digital Outreach Aide,Personal,,0,,,
MEM-271-23,Southern California Democratic Office,118,ST-XX,,,Legislative,Staff Assistant,Personal,,1,45000.000,,
MEM-267-23,Congresswoman Andrea Salinas (OR-06),118,ST-06,-0.207,1.025,Legislative,Legislative Director,Personal,"House Agriculture Committee, House Science, Space, and Technology Committee, Congressional Executive Commission on China",1,100000.000,110000.000,
MEM-267-23,Congresswoman Andrea Salinas (OR-06),118,ST-06,-0.207,1.025,Legislative,Legislative Director,Personal,"House Agriculture Committee, House Science, Space, and Technology Committee, Congressional Executive Commission on China",1,100000.000,110000.000,
MEM-266-23,"Bill Pascrell, Jr.",118,ST-09,,,Legislative,Staff Assistant,Personal,,0,,,
MEM-265-23,Congressman Jared Huffman (CD2),118,ST-02,-0.430,1.904,Legislative,District Staff Assistant/Caseworker,Personal,,0,,,
MEM-264-23,Congressman Jared Huffman (CA-02),118,ST-02,-0.430,1.904,Legislative,District Scheduling and Operations Manager,Personal,,0,,,
MEM-261-23,Rep. Ferguson (GA-03),118,ST-03,,,Legislative,Legislative Assistant,Personal,,0,,,3
MEM-259-23,"a conservative, mid-western Member of Congress",118,ST-XX,,,Communications,Communications Assistant,Personal,,0,,,1
MEM-258-23,Congresswoman Sara Jacobs,118,ST-51,-0.395,0.308,Legislative,Digital Assistant,Personal,,0,,,
MEM-257-23,House Committee on Energy and Commerce Democratic Staff (minority),118,ST-XX,,,Legislative,Staff Assistant,Personal,House Committee on Energy and Commerce,0,,,
MEM-250-23,Congresswoman Rosa L. DeLauro (CT-03),118,ST-03,,,Legislative,Staff Assistant,Personal,,0,,,
MEM-024-23,The Freshman Democrat from Hawai\u2019i,118,ST-01,,,Legislative,Scheduler,Personal,,0,,,
MEM-188-24,Representative Dina Titus,118,ST-24,-0.298,1.632,Legislative,Scheduler/Executive Assistant,Personal,,0,,,
MEM-187-24,Congresswoman Dina Titus,118,ST-01,-0.298,1.632,Communications,Communications Director,Personal,,0,,,2
MEM-186-24,"Democratic Staff on the House Judiciary Committee’s Subcommittee on Courts, IP, and the Internet",118,ST-24,,,Legislative,"Counsel for the Minority on the House Judiciary Subcommittee on Courts, IP, and the Internet",Personal,"House Judiciary Committee’s Subcommittee on Courts, IP, and the Internet",0,,,5
MEM-184-24,Rep. Susie Lee (D-NV),118,ST-24,-0.232,1.159,Legislative,Staff Assistant / Legislative Correspondent,Personal,,0,,,
MEM-183-24,The Committee on Ethics,118,ST-24,,,Legislative,Financial Disclosure Counsel,Committee,The Committee on Ethics,0,136780.000,145604.000,
MEM-182-24,Congresswoman Pramila Jayapal (WA-07),118,ST-07,-0.627,0.242,Legislative,Legislative Assistant,Personal,,0,,,3
MEM-180-24,Congressman Steven Horsford,118,ST-04,-0.322,0.257,Legislative,District Representative,Personal,,0,,,
MEM-178-24,House Committee on Education and the Workforce (Democratic Staff),118,ST-24,,,Legislative,Labor Policy Counsel,Committee,House Committee on Education and the Workforce,0,,,3
MEM-177-24,House Committee on Education and the Workforce (Democratic Staff),118,ST-24,,,Legislative,Civil Rights Counsel,Committee,House Committee on Education and the Workforce,0,,,3
MEM-174-24,Congresswoman Val Hoyle (D-OR-04),118,ST-04,-0.224,1.103,Communications,Communications Director,Personal,,0,,,3
MEM-173-24,House Committee on Veterans' Affairs,118,ST-24,,,Legislative,Research Assistant,Personal,Subcommittee on Technology Modernization,0,,,
MEM-171-24,Congresswoman Robin Kelly (IL-02),118,ST-02,-0.471,0.637,Communications,Communications Director,Personal,Energy & Commerce Committee,1,,,
MEM-169-24,Congressman Frank Pallone,118,ST-24,-0.402,1.500,Communications,Communications Director,Personal,,0,,,
MEM-168-24,Congressman Glenn Ivey (MD-04),118,ST-04,-0.498,0.509,Legislative,Legislative Assistant,Personal,,0,,,2
MEM-166-24,Rep. Joe Courtney,118,ST-2,-0.338,0.256,Legislative,Scheduler/Operations Manager,Personal,,0,,,1
MEM-161-24,"Democratic Staff on the House Judiciary Committee’s Subcommittee on Administrative State, Regulatory Reform, and Antitrust",118,ST-24,,,Legislative,Subcommittee Counsel,Personal,"House Judiciary Committee’s Subcommittee on Administrative State, Regulatory Reform, and Antitrust",0,,,5
MEM-159-24,Committee on Ethics,118,ST-24,,,Legislative,Investigative Counsel,Personal,Committee on Ethics,0,136780.000,145604.000,
MEM-155-24,Rep. Tokuda (HI-02),118,ST-02,,,Communications,DIGITAL DIRECTOR OR PRESS SECRETARY,Personal,,0,,,
MEM-135-24,Congresswoman Joyce Beatty (OH-03),118,ST-03,-0.436,0.405,Legislative,Press Secretary,Personal,,0,,,
MEM-451-23,Rep. Maxine Waters,118,ST-43,-0.656,1.286,Legislative,Member’s Legislative Director/Counsel,Personal,House Committee on Financial Services (FSC),1,,,3
MEM-260-23,House Foreign Affairs Committee majority,118,ST-XX,,,Legislative,Staff Assistant,Personal,House Foreign Affairs Committee,0,,,
MEM-259-23,"conservative, mid-western Member of Congress",118,ST-01,,,Communications,Communications Assistant,Personal,,0,,,1
MEM-258-23,Congresswoman Sara Jacobs,118,ST-51,-0.395,0.308,Legislative,Digital Assistant,Personal,,0,,,
MEM-257-23,House Committee on Energy and Commerce Democratic Staff (minority),118,ST-XX,,,Legislative,Staff Assistant,Personal,House Committee on Energy and Commerce,0,,,
MEM-256-23,U.S. Representative Jill Tokuda,118,ST-02,,,Legislative,District Scheduler,Personal,,0,,,
MEM-255-23,Congressman Pat Ryan,118,ST-18,,,Legislative,Director of Operations and Scheduling,Personal,,0,70000.000,77500.000,
MEM-253-23,Senior California Democrat,118,ST-18,,,Legislative,Staff Assistant/Legislative Correspondent,Personal,,0,,,
MEM-252-23,senior House Republican on the Energy & Commerce Committee,118,ST-01,,,Communications,Press Secretary/Digital Director,Personal,Energy & Commerce Committee,0,,,1
MEM-251-23,Congressman Dwight Evans,118,ST-03,-0.466,0.069,Legislative,Digital and Communications Assistant,Personal,,0,50000.000,60000.000,
MEM-250-23,Congresswoman Rosa L. DeLauro (CT-03),118,ST-03,,,Legislative,Staff Assistant,Personal,,0,,,
MEM-249-23,U.S. Representative Jill Tokuda,118,ST-02,,,Legislative,District Press Aide/Digital Assistant,Personal,,0,,,
MEM-247-23,Congresswoman Kim Schrier,118,ST-08,-0.283,0.392,Legislative,Constituent Services Representative,Personal,,0,50.000,60.000,
MEM-246-23,Senior Texas Republican,118,ST-XX,,,Legislative,Staff Assistant,Personal,,0,,,
MEM-243-23,Congressman Jamie Raskin,118,ST-08,-0.513,0.316,Legislative,Constituent Services Caseworker,Personal,,0,,,
MEM-242-23,Democratic Congressman,118,ST-01,,,Legislative,Staff Assistant/Press Assistant,Personal,,0,,,
MEM-241-23,Senior House Democrat,118,ST-01,,,Communications,Communications Director or Press Secretary,Personal,,0,,,
MEM-238-23,Congressman Rob Wittman (VA-01),118,ST-01,,,Communications,Communications Director,Personal,,0,,,
MEM-237-23,Rep. Frederica Wilson,118,ST-23,-0.478,0.147,Legislative,Senior Legislative Assistant,Personal,Higher Education and Workforce Development Subcommittee,0,75000.000,85000.000,2
MEM-230-23,Representative Nanette Diaz Barragán (CA-44),118,ST-44,,,Legislative,Legislative Correspondent|Legislative Aide,Personal,,1,55000.000,60000.000,
MEM-229-23,Representative Nanette Diaz Barragán (CA-44),118,ST-44,,,Communications,Communications Director,Personal,,1,,,
MEM-227-23,The Member,118,ST-23,,,Legislative,Senior Legislative Assistant,Personal,null,0,75000.000,85000.000,2
MEM-224-23,House Democratic Committee,118,ST-XX,,,Legislative,Procurement Staffer,Committee,null,0,,,
MEM-223-23,North Carolina Democratic Office,118,ST-23,,,Legislative,Staff Assistant,Personal,,1,,,
MEM-221-23,Congresswoman Emilia Strong Sykes (OH-13),118,ST-13,,,Legislative,Scheduler and Office Manager,Personal,,0,,,
MEM-220-23,Representative Valerie Foushee (NC-04),118,ST-04,-0.529,0.161,Communications,Press Secretary,Personal,,0,,,1
MEM-218-23,Rep. Raul Ruiz M.D.,118,ST-23,,,Legislative,Senior Legislative Assistant,Personal,,1,,,
MEM-217-23,House Appropriations Committee Minority,118,ST-XX,,,Legislative,Speechwriter,Personal,,0,,,2
MEM-201-23,Congresswoman Andrea Salinas (OR-6),118,ST-06,-0.207,1.025,Legislative,Constituent Services Representative,Personal,,1,55000.000,65000.000,2
MEM-176-23,"Congresswoman Alma S. Adams, Ph.D.",118,ST-23,,,Legislative,Legislative Director,Personal,,0,90.000,110.000,
MEM-024-23,The Freshman Democrat from Hawai\u201i,118,ST-01,,,Legislative,Scheduler,Personal,,0,,,
MEM-228-24,Democratic staff of the House Committee on Ways and Means,118,ST-24,,,Communications,Writer,Personal,House Committee on Ways and Means,0,,,
MEM-227-24,Congresswoman Dina Titus,118,ST-01,-0.298,1.632,Communications,Communications Director,Personal,,0,,,2
MEM-226-24,Representative Dina Titus,118,ST-24,-0.298,1.632,Legislative,Scheduler/Executive Assistant,Personal,,0,,,
MEM-224-24,Congresswoman Pramila Jayapal (WA-07),118,ST-07,-0.627,0.242,Communications,Digital and Communications Assistant,Personal,"Education and Workforce Committee, Judiciary Committee",0,65000.000,68000.000,
MEM-223-24,Norton,118,ST-24,,,Legislative,Legislative Assistant – Senior Democrat,Personal,,0,,,
MEM-222-24,Congressman Glenn Ivey (MD-04),118,ST-04,-0.498,0.509,Communications,Digital Assistant / Digital Manager / Digital Director,Personal,,0,,,
MEM-221-24,Congressman Ro Khanna,118,ST-17,-0.463,1.107,Communications,Communications Assistant,Personal,,0,71000.000,71000.000,
MEM-220-24,House GOP,118,ST-24,,,Legislative,Military Legislative Assistant,Personal,None,0,,,1
MEM-216-24,Congressman Henry Cuellar (TX-28),118,ST-28,-0.226,0.363,Communications,Press Secretary,Personal,,1,,,
MEM-215-24,ConservativeRep,118,ST-24,,,Legislative,Staff Assistant,Personal,,0,,,
MEM-214-24,Office of Congressman Max Miller,118,ST-24,,,Legislative,Staff Assistant – District Office,Personal,,0,,,
MEM-213-24,Congressman Max Miller,118,ST-24,0.389,0.659,Legislative,Field Representative – District Office,Personal,,0,,,
MEM-212-24,Congressman Jim Himes,118,ST-24,,,Legislative,Staff Assistant,Personal,,1,,,
MEM-210-24,Rep. Mike Flood,118,ST-01,0.461,0.817,Legislative,Legislative Assistant,Personal,,0,,,
MEM-209-24,Rep. Robert C. “Bobby“ Scott,118,ST-03,,,Legislative,Staff Assistant/Legislative Correspondent,Personal,,0,50000.000,50000.000,
MEM-207-24,ConservativeRep,118,ST-24,,,Legislative,Legislative Director,Personal,,0,,,
MEM-206-24,Congressman Jimmy Panetta,118,ST-19,-0.289,0.614,Legislative,Director of Operations,Personal,,0,,,
MEM-204-24,Congresswoman Terri A. Sewell (AL-07),118,ST-07,,,Legislative,Grants Coordinator,Personal,,0,,,
MEM-202-24,Congressman Kevin Kiley,118,ST-03,0.254,0.958,Legislative,Caseworker,Personal,,0,45000.000,51000.000,
MEM-201-24,Congresswoman Chellie Pingree,118,ST-24,-0.421,0.379,Communications,Communications Director,Personal,,0,90000.000,100000.000,
MEM-200-24,ConservativeRep,118,ST-24,,,Legislative,Legislative Assistant,Personal,,0,,,
MEM-199-24,ConservativeRep,118,ST-24,,,Communications,Communications Director,Personal,,0,,,
MEM-198-24,"Congressman Frank Pallone, Jr.",118,ST-24,,,Legislative,District Scheduler,Personal,,0,,,
MEM-196-24,House Committee on Education and the Workforce (Democratic Staff),118,ST-24,,,Legislative,Oversight Counsel,Personal,House Committee on Education and the Workforce,0,85000.000,110000.000,1
MEM-194-24,U.S. Rep. Rick Larsen,118,ST-02,,,Legislative,"Outreach Assistant – North Counties (Whatcom, Skagit, and San Juan Counties)",Personal,,1,45000.000,55000.000,
MEM-193-24,Rep. Ryan Seeks Military Legislative Assistant,118,ST-18,,,Legislative,Military Legislative Assistant,Personal,Member of the House Armed Services Committee,0,,80000.000,
MEM-180-24,Congressman Steven Horsford,118,ST-04,-0.322,0.257,Legislative,District Representative,Personal,,0,,,
MEM-155-24,Rep. Tokuda (HI-02),118,ST-02,,,Communications,DIGITAL DIRECTOR OR PRESS SECRETARY,Personal,,0,,,
MEM-135-24,Congresswoman Joyce Beatty (OH-03),118,ST-03,-0.436,0.405,Legislative,Press Secretary,Personal,,0,,,
MEM-451-23,Rep. Maxine Waters,118,ST-43,-0.656,1.286,Legislative,Member’s Legislative Director/Counsel,Personal,House Committee on Financial Services (FSC),1,,,3
MEM-302-23,Congresswoman Lois Frankel,118,ST-22,-0.397,0.193,Legislative,Legislative Correspondent/Legislative Aide,Personal,Member of the House Appropriations Committee,1,55000.000,65000.000,
MEM-301-23,Rep. Josh Gottheimer,118,ST-01,-0.161,0.569,Legislative,Deputy Chief of Staff of Operations,Personal,,0,80000.000,100000.000,3
MEM-300-23,Congressman Steven Horsford (NV-O4),118,ST-04,-0.322,0.257,Legislative,Legislative Director,Personal,,0,,,
MEM-295-23,Congressman Adam Smith (WA-09),118,ST-09,-0.290,0.156,Legislative,Staff Assistant,Personal,,0,52000.000,52000.000,
MEM-293-23,Deputy Staff Director/Director of Oversight,118,ST-XX,,,Legislative,Professional Staff Member,Personal,,0,,,
MEM-291-23,CONGRESSMAN JONATHAN JACKSON (IL-01),118,ST-01,-0.367,0.154,Legislative,Deputy Chief of Staff/Legislative Director,Personal,,0,,,
MEM-290-23,Congresswoman Sara Jacobs,118,ST-51,-0.395,0.308,Legislative,Community Representative,Personal,,0,,,
MEM-289-23,Congressman Dan Kildee,118,ST-01,,,Legislative,Staff Assistant,Personal,,0,,,
MEM-288-23,Congresswoman Hillary Scholten (MI-03),118,ST-03,-0.253,0.521,Communications,Digital Assistant/Director,Personal,,0,,,
MEM-287-23,Rep. Abigail Spanberger,118,VA-07,-0.196,0.753,Legislative,Legislative Assistant,Personal,,0,65000.000,,
MEM-286-23,Rep. Seth Moulton (MA-06),118,ST-06,-0.283,0.930,Legislative,Scheduler,Personal,,0,,,1
MEM-285-23,Congresswoman Pramila Jayapal (WA-07),118,ST-07,-0.627,0.242,Legislative,Senior Legislative Assistant or Counsel,Personal,House Judiciary Committee,1,,,
MEM-284-23,"U.S. House Committee on Veterans’ Affairs, Republican Staff",118,ST-01,,,Legislative,Investigator,Personal,None,0,,,3
MEM-282-23,Congressman Mike Garcia,118,ST-27,0.356,2.327,Communications,Communications Director,Personal,,0,,,
MEM-280-23,"Republican Staff Director, Subcommittee on Economic Opportunity",118,ST-XX,,,Legislative,Research Assistant,Personal,House Committee on Veterans’ Affairs,0,,,
MEM-279-23,House Democracy Partnership,118,ST-18,,,Legislative,Deputy Director,Personal,House Foreign Affairs Committee,0,,,
MEM-277-23,Rep. Mike Kelly,118,PA-16,0.377,0.536,Legislative,Legislative Assistant,Personal,,0,,,1
MEM-276-23,"House Committee on Veterans’ Affairs, Majority Staff",118,ST-XX,,,Legislative,"Research Assistant, Subcommittee on Disability Assistance and Memorial Affairs",Personal,House Committee on Veterans’ Affairs,0,,,
MEM-275-23,Rep. Josh Gottheimer,118,ST-01,-0.161,0.569,Legislative,Director of Operations and Scheduling,Personal,,0,80000.000,100000.000,3
MEM-274-23,Rep. Josh Gottheimer,118,ST-01,-0.161,0.569,Communications,District Press Secretary,Personal,,0,,,2
MEM-272-23,Congressman Glenn Ivey (MD-04),118,ST-04,-0.498,0.509,Communications,Digital Outreach Aide,Personal,,0,,,
MEM-271-23,Southern California Democratic Office,118,ST-XX,,,Legislative,Staff Assistant,Personal,,1,45000.000,,
MEM-267-23,Congresswoman Andrea Salinas (OR-06),118,ST-06,-0.207,1.025,Legislative,Legislative Director,Personal,"House Agriculture Committee, House Science, Space, and Technology Committee, Congressional Executive Commission on China",1,100000.000,110000.000,
MEM-266-23,"Bill Pascrell, Jr.",118,ST-09,,,Legislative,Staff Assistant,Personal,,0,,,
MEM-265-23,Congressman Jared Huffman (CD2),118,ST-02,-0.430,1.904,Legislative,District Staff Assistant/Caseworker,Personal,,0,,,
MEM-264-23,Congressman Jared Huffman (CA-02),118,ST-02,-0.430,1.904,Legislative,District Scheduling and Operations Manager,Personal,,0,,,
MEM-261-23,Rep. Ferguson (GA-03),118,ST-03,,,Legislative,Legislative Assistant,Personal,,0,,,3
MEM-259-23,"conservative, mid-western Member of Congress",118,ST-01,,,Communications,Communications Assistant,Personal,,0,,,1
MEM-250-23,Congresswoman Rosa L. DeLauro (CT-03),118,ST-03,,,Legislative,Staff Assistant,Personal,,0,,,
MEM-241-24,Congressman Brad Schneider (IL-10),118,ST-10,,,Legislative,Staff Assistant / Press Assistant,Personal,,0,,,
MEM-240-24,Congressman,118,ST-24,,,Legislative,Staff Assistant/Scheduler,Personal,,0,,,
MEM-239-24,Congressman Glenn ,118,ST-15,,,Communications,Communications Director,Personal,Chairman of the House Committee on Agriculture,0,,,3
MEM-238-24,Congresswoman Rosa L. DeLauro (CT-03),118,ST-03,,,Legislative,Staff Assistant,Personal,,0,,,
MEM-236-24,Congresswoman Sylvia Garcia,118,ST-24,-0.782,0.370,Communications,Communications Director/Press Secretary,Personal,,1,,,
